-5.033369525536791933e-07,2.236916508473639140e-02
-5.016611713036791716e-07,2.229150793849411089e-02
-4.999853900536791500e-07,2.208333956374426005e-02
-4.983096088036792342e-07,2.182321494837860879e-02
-4.966338275536792125e-07,2.161360989611471953e-02
-4.949580463036791908e-07,2.154436859049920980e-02
-4.932822650536791692e-07,2.165813047227653151e-02
-4.916064838036791475e-07,2.193018146563690055e-02
-4.899307025536792317e-07,2.227000263041320136e-02
-4.882549213036792100e-07,2.254616342374241023e-02
-4.865791400536791883e-07,2.262769875351830148e-02
-4.849033588036791667e-07,2.242921467947435119e-02
-4.832275775536792509e-07,2.194417655968075934e-02
-4.815517963036792292e-07,2.125496530233578901e-02
-4.798760150536792075e-07,2.051375014145262118e-02
-4.782002338036791858e-07,1.989931096789073969e-02
-4.765244525536792171e-07,1.956346922196271904e-02
-4.748486713036791954e-07,1.958459441939466167e-02
-4.731728900536791738e-07,1.994415135873012918e-02
-4.714971088036792050e-07,2.053480776238369998e-02
-4.698213275536791833e-07,2.119727373315312066e-02
-4.681455463036792146e-07,2.177244437238128050e-02
-4.664697650536791929e-07,2.215044341231904926e-02
-4.647939838036792242e-07,2.229913246189785953e-02
-4.631182025536792025e-07,2.226277017586638166e-02
-4.614424213036791808e-07,2.213322880305694865e-02
-4.597666400536792121e-07,2.200670175080948060e-02
-4.580908588036791904e-07,2.194487366360532016e-02
-4.564150775536792217e-07,2.195560524615829123e-02
-4.547392963036792000e-07,2.200029104433775043e-02
-4.530635150536791784e-07,2.202292384182957113e-02
-4.513877338036792096e-07,2.198553360923896985e-02
-4.497119525536791879e-07,2.189317837715851894e-02
-4.480361713036792192e-07,2.179493425543800947e-02
-4.463603900536791975e-07,2.175972263080223901e-02
-4.446846088036791759e-07,2.183782443530749018e-02
-4.430088275536792071e-07,2.202681851433749977e-02
-4.413330463036791854e-07,2.226024306971048985e-02
-4.396572650536792167e-07,2.242811285582049091e-02
-4.379814838036791950e-07,2.242392683071222845e-02
-4.363057025536792263e-07,2.219936425770158844e-02
-4.346299213036792046e-07,2.180202763008567968e-02
-4.329541400536791830e-07,2.137583174795855065e-02
-4.312783588036792142e-07,2.111793790033138912e-02
-4.296025775536791925e-07,2.120437367961955019e-02
-4.279267963036792238e-07,2.171261451573854029e-02
-4.262510150536792021e-07,2.257169091501907976e-02
-4.245752338036791805e-07,2.356508379534344097e-02
-4.228994525536792117e-07,2.439079275626324095e-02
-4.212236713036791900e-07,2.476069329308068848e-02
-4.195478900536792213e-07,2.450411540545336872e-02
-4.178721088036791996e-07,2.363717556121905025e-02
-4.161963275536791780e-07,2.236886314574578968e-02
-4.145205463036792092e-07,2.103829531162133143e-02
-4.128447650536791876e-07,2.000347915429032120e-02
-4.111689838036792188e-07,1.952099305877692120e-02
-4.094932025536791971e-07,1.965976766104604936e-02
-4.078174213036791755e-07,2.028112781831145975e-02
-4.061416400536792067e-07,2.109276310416918071e-02
-4.044658588036791851e-07,2.175682404019179880e-02
-4.027900775536792163e-07,2.201193968542670965e-02
-4.011142963036791946e-07,2.176492206555563982e-02
-3.994385150536792259e-07,2.111885618152131022e-02
-3.977627338036792042e-07,2.032841591751654090e-02
-3.960869525536791826e-07,1.970027562765949009e-02
-3.944111713036792138e-07,1.947706336556269055e-02
-3.927353900536791922e-07,1.974690231525852088e-02
-3.910596088036792234e-07,2.041195046364142895e-02
-3.893838275536792017e-07,2.122595608276629103e-02
-3.877080463036791801e-07,2.188555962872689928e-02
-3.860322650536792113e-07,2.214101769347852008e-02
-3.843564838036791897e-07,2.188675299328839835e-02
-3.826807025536792209e-07,2.119970555351503166e-02
-3.810049213036791992e-07,2.031330820852102897e-02
-3.793291400536791776e-07,1.953790577798157971e-02
-3.776533588036792088e-07,1.915588272518840840e-02
-3.759775775536791872e-07,1.932752980283862151e-02
-3.743017963036792184e-07,2.003854012247755986e-02
-3.726260150536791967e-07,2.110501295320971887e-02
