% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-28 T 07:36:05 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -1.3751715192e-02, 1.2278996039e+00
1.0000000000e-03, -9.9198440257e-03, 1.2279646357e+00
2.0000000000e-03, -2.1005257218e-02, 1.2275394280e+00
3.0000000000e-03, -3.6993064332e-02, 1.2269491398e+00
4.0000000000e-03, -3.8728911975e-02, 1.2270391838e+00
5.0000000000e-03, -2.6868120152e-02, 1.2269091202e+00
6.0000000000e-03, -1.8614089571e-02, 1.2264088760e+00
7.0000000000e-03, -3.3746478970e-02, 1.2261437465e+00
8.0000000000e-03, -4.5322131555e-02, 1.2259386463e+00
9.0000000000e-03, -5.7082874522e-02, 1.2260036781e+00
1.0000000000e-02, -4.6527720264e-02, 1.2265989688e+00
1.1000000000e-02, -3.0755018190e-02, 1.2270391838e+00
1.2000000000e-02, -2.2941202573e-02, 1.2269441373e+00
1.3000000000e-02, -3.0955115901e-02, 1.2269691496e+00
1.4000000000e-02, -4.4566762695e-02, 1.2272142692e+00
1.5000000000e-02, -3.3991598666e-02, 1.2271942595e+00
1.6000000000e-02, -2.5792594955e-02, 1.2272192717e+00
1.7000000000e-02, -1.1305520675e-02, 1.2272092668e+00
1.8000000000e-02, -1.4452057181e-02, 1.2267090225e+00
1.9000000000e-02, -2.7698525653e-02, 1.2266039712e+00
2.0000000000e-02, -4.2760880853e-02, 1.2265439419e+00
2.1000000000e-02, -3.7738428306e-02, 1.2268991154e+00
2.2000000000e-02, -2.3656551890e-02, 1.2272893059e+00
2.3000000000e-02, -2.7503430385e-02, 1.2273793499e+00
2.4000000000e-02, -3.8148628613e-02, 1.2274393792e+00
2.5000000000e-02, -5.2250514800e-02, 1.2274293743e+00
2.6000000000e-02, -5.6037363982e-02, 1.2272192717e+00
2.7000000000e-02, -4.2465736729e-02, 1.2270742009e+00
2.8000000000e-02, -2.4937177241e-02, 1.2266339859e+00
2.9000000000e-02, -2.5542472817e-02, 1.2262437954e+00
3.0000000000e-02, -3.6062609975e-02, 1.2263038247e+00
3.1000000000e-02, -4.5507221937e-02, 1.2265239321e+00
3.2000000000e-02, -3.0704993762e-02, 1.2268340836e+00
3.3000000000e-02, -1.8784172626e-02, 1.2272392815e+00
3.4000000000e-02, -8.0239182134e-03, 1.2277295209e+00
3.5000000000e-02, -1.6513063605e-02, 1.2283448213e+00
3.6000000000e-02, -3.1325296666e-02, 1.2284248604e+00
3.7000000000e-02, -4.0759903743e-02, 1.2283098042e+00
3.8000000000e-02, -3.3181202936e-02, 1.2281547285e+00
3.9000000000e-02, -2.0740127751e-02, 1.2277245184e+00
4.0000000000e-02, -3.1380323537e-02, 1.2278345722e+00
4.1000000000e-02, -3.8999043885e-02, 1.2274844012e+00
4.2000000000e-02, -5.5246978023e-02, 1.2266840103e+00
4.3000000000e-02, -5.1640216781e-02, 1.2261187343e+00
4.4000000000e-02, -3.6337744328e-02, 1.2261837660e+00
4.5000000000e-02, -2.1690591879e-02, 1.2262087783e+00
4.6000000000e-02, -2.7183274047e-02, 1.2264488955e+00
4.7000000000e-02, -4.0914979469e-02, 1.2269991642e+00
4.8000000000e-02, -3.7178154715e-02, 1.2275594378e+00
4.9000000000e-02, -2.6873122595e-02, 1.2282147578e+00
5.0000000000e-02, -1.2190953046e-02, 1.2283698335e+00
5.1000000000e-02, -8.9793847837e-03, 1.2286399654e+00
5.2000000000e-02, -2.0785149736e-02, 1.2286249581e+00
5.3000000000e-02, -3.7073103416e-02, 1.2275044109e+00
5.4000000000e-02, -3.8959024343e-02, 1.2271492375e+00
5.5000000000e-02, -2.9209263372e-02, 1.2274393792e+00
5.6000000000e-02, -2.1455477068e-02, 1.2268991154e+00
5.7000000000e-02, -3.6607876238e-02, 1.2267540445e+00
5.8000000000e-02, -4.6592752020e-02, 1.2265889639e+00
5.9000000000e-02, -5.8568600027e-02, 1.2264038735e+00
6.0000000000e-02, -4.7518203934e-02, 1.2256735169e+00
6.1000000000e-02, -3.1160216055e-02, 1.2264538979e+00
6.2000000000e-02, -2.2931197687e-02, 1.2273393303e+00
6.3000000000e-02, -3.0930103687e-02, 1.2276494818e+00
6.4000000000e-02, -4.5046997202e-02, 1.2278045575e+00
6.5000000000e-02, -3.2330787664e-02, 1.2280396723e+00
6.6000000000e-02, -2.3471461507e-02, 1.2281597309e+00
6.7000000000e-02, -9.2094971515e-03, 1.2273693450e+00
6.8000000000e-02, -1.2486097170e-02, 1.2269641471e+00
6.9000000000e-02, -2.6352868546e-02, 1.2270141715e+00
7.0000000000e-02, -4.1245140692e-02, 1.2265139273e+00
7.1000000000e-02, -3.6147651503e-02, 1.2267940641e+00
7.2000000000e-02, -2.5042228539e-02, 1.2277845477e+00
7.3000000000e-02, -2.6012702438e-02, 1.2276244696e+00
7.4000000000e-02, -3.6817978835e-02, 1.2274143670e+00
7.5000000000e-02, -5.1119962733e-02, 1.2277045086e+00
7.6000000000e-02, -5.5442073291e-02, 1.2273443328e+00
7.7000000000e-02, -4.2890944365e-02, 1.2265939663e+00
7.8000000000e-02, -2.6808090839e-02, 1.2265139273e+00
7.9000000000e-02, -2.5232321364e-02, 1.2264689053e+00
8.0000000000e-02, -3.6893015476e-02, 1.2266439908e+00
8.1000000000e-02, -4.5557246365e-02, 1.2269291300e+00
8.2000000000e-02, -3.1265267353e-02, 1.2272943083e+00
8.3000000000e-02, -2.2110797072e-02, 1.2273243230e+00
8.4000000000e-02, -1.0079922195e-02, 1.2268090714e+00
8.5000000000e-02, -1.9194372933e-02, 1.2265789590e+00
8.6000000000e-02, -3.4366781874e-02, 1.2272442839e+00
8.7000000000e-02, -4.2470739172e-02, 1.2274343767e+00
8.8000000000e-02, -3.4676933326e-02, 1.2273193205e+00
8.9000000000e-02, -2.1045276761e-02, 1.2279296186e+00
9.0000000000e-02, -3.2505873161e-02, 1.2283398189e+00
9.1000000000e-02, -4.3131061619e-02, 1.2277095111e+00
9.2000000000e-02, -5.7137901393e-02, 1.2273543376e+00
9.3000000000e-02, -5.4276504125e-02, 1.2272843034e+00
9.4000000000e-02, -4.0224642366e-02, 1.2262187831e+00
9.5000000000e-02, -2.3196327154e-02, 1.2257085340e+00
9.6000000000e-02, -2.7158261833e-02, 1.2259136341e+00
9.7000000000e-02, -4.1720372756e-02, 1.2267740543e+00
9.8000000000e-02, -3.9774422516e-02, 1.2269241276e+00
9.9000000000e-02, -2.8448892070e-02, 1.2277995551e+00
1.0000000000e-01, -1.3221456258e-02, 1.2283998482e+00
1.0100000000e-01, -8.3790916506e-03, 1.2277495306e+00
1.0200000000e-01, -2.3596522577e-02, 1.2277245184e+00
1.0300000000e-01, -3.7148140058e-02, 1.2281747383e+00
1.0400000000e-01, -3.9479278392e-02, 1.2272292766e+00
1.0500000000e-01, -3.0449869180e-02, 1.2267640494e+00
1.0600000000e-01, -2.3951696014e-02, 1.2275844500e+00
1.0700000000e-01, -3.8578838692e-02, 1.2278245673e+00
1.0800000000e-01, -4.6062493086e-02, 1.2271492375e+00
1.0900000000e-01, -5.7197930706e-02, 1.2270341813e+00
1.1000000000e-01, -4.8603734016e-02, 1.2274493841e+00
1.1100000000e-01, -3.1490377278e-02, 1.2268941129e+00
1.1200000000e-01, -2.3026244100e-02, 1.2261987734e+00
1.1300000000e-01, -3.2801017285e-02, 1.2268991154e+00
1.1400000000e-01, -4.5292116898e-02, 1.2279046064e+00
1.1500000000e-01, -3.4231715919e-02, 1.2275694427e+00
1.1600000000e-01, -2.5677538772e-02, 1.2281797407e+00
1.1700000000e-01, -1.0139951508e-02, 1.2286549728e+00
1.1800000000e-01, -1.2441075185e-02, 1.2277295209e+00
1.1900000000e-01, -2.6317851447e-02, 1.2272142692e+00
1.2000000000e-01, -4.0859952598e-02, 1.2275194183e+00
1.2100000000e-01, -3.6247700358e-02, 1.2271192228e+00
1.2200000000e-01, -2.5392399533e-02, 1.2270892082e+00
1.2300000000e-01, -2.8869097263e-02, 1.2277495306e+00
1.2400000000e-01, -4.0199630152e-02, 1.2284698824e+00
1.2500000000e-01, -5.1535165483e-02, 1.2281047041e+00
1.2600000000e-01, -5.6002346882e-02, 1.2277345233e+00
1.2700000000e-01, -4.4271618572e-02, 1.2276794964e+00
1.2800000000e-01, -2.8338838329e-02, 1.2271292277e+00
1.2900000000e-01, -2.4672047773e-02, 1.2266339859e+00
1.3000000000e-01, -3.4301750118e-02, 1.2263838637e+00
1.3100000000e-01, -4.3751364523e-02, 1.2269791544e+00
1.3200000000e-01, -3.0805042617e-02, 1.2270892082e+00
1.3300000000e-01, -1.9209380262e-02, 1.2277645380e+00
1.3400000000e-01, -8.3840940933e-03, 1.2286799850e+00
1.3500000000e-01, -1.8303938119e-02, 1.2281497260e+00
1.3600000000e-01, -3.2715975758e-02, 1.2279446259e+00
1.3700000000e-01, -4.1705365427e-02, 1.2282747871e+00
1.3800000000e-01, -3.2861046599e-02, 1.2277545331e+00
1.3900000000e-01, -2.1050279203e-02, 1.2279746406e+00
1.4000000000e-01, -3.1970611784e-02, 1.2284498726e+00
1.4100000000e-01, -4.0934989240e-02, 1.2285099019e+00
1.4200000000e-01, -5.4881799701e-02, 1.2279746406e+00
1.4300000000e-01, -5.2985873888e-02, 1.2270792033e+00
1.4400000000e-01, -3.7613367236e-02, 1.2268791056e+00
1.4500000000e-01, -2.3806625173e-02, 1.2264689053e+00
1.4600000000e-01, -2.8118730846e-02, 1.2257235413e+00
1.4700000000e-01, -4.0824935499e-02, 1.2263188320e+00
1.4800000000e-01, -3.9104095184e-02, 1.2272142692e+00
1.4900000000e-01, -2.8228784588e-02, 1.2275844500e+00
1.5000000000e-01, -1.3791734735e-02, 1.2279296186e+00
1.5100000000e-01, -1.0119941737e-02, 1.2287700290e+00
1.5200000000e-01, -2.1635565008e-02, 1.2285749337e+00
1.5300000000e-01, -3.8848970602e-02, 1.2274894036e+00
1.5400000000e-01, -4.0669859773e-02, 1.2268841080e+00
1.5500000000e-01, -2.9229273143e-02, 1.2263938686e+00
1.5600000000e-01, -2.0815164393e-02, 1.2261337416e+00
1.5700000000e-01, -3.4987084779e-02, 1.2264288857e+00
1.5800000000e-01, -4.4456708954e-02, 1.2271042155e+00
1.5900000000e-01, -5.7353006432e-02, 1.2272392815e+00
1.6000000000e-01, -4.8063470196e-02, 1.2267140250e+00
1.6100000000e-01, -3.1465365064e-02, 1.2267240299e+00
1.6200000000e-01, -2.2085784858e-02, 1.2267890616e+00
1.6300000000e-01, -3.0679981548e-02, 1.2264689053e+00
1.6400000000e-01, -4.4241603915e-02, 1.2266289834e+00
1.6500000000e-01, -3.3326273777e-02, 1.2275244207e+00
1.6600000000e-01, -2.4251842580e-02, 1.2277645380e+00
1.6700000000e-01, -9.3895850914e-03, 1.2273443328e+00
1.6800000000e-01, -1.2326019001e-02, 1.2277045086e+00
1.6900000000e-01, -2.7423391301e-02, 1.2274143670e+00
1.7000000000e-01, -4.3216103146e-02, 1.2263538491e+00
1.7100000000e-01, -3.6597871353e-02, 1.2261087294e+00
1.7200000000e-01, -2.3216336926e-02, 1.2263238344e+00
1.7300000000e-01, -2.6532956486e-02, 1.2262337905e+00
1.7400000000e-01, -3.7603362351e-02, 1.2260086805e+00
1.7500000000e-01, -5.0399610973e-02, 1.2267040201e+00
1.7600000000e-01, -5.4331530995e-02, 1.2273043132e+00
1.7700000000e-01, -4.2005511994e-02, 1.2266489932e+00
1.7800000000e-01, -2.5847621826e-02, 1.2262788124e+00
1.7900000000e-01, -2.5662531443e-02, 1.2260537025e+00
1.8000000000e-01, -3.4291745233e-02, 1.2259336439e+00
1.8100000000e-01, -4.4621789566e-02, 1.2252132921e+00
1.8200000000e-01, -3.0319805668e-02, 1.2259136341e+00
1.8300000000e-01, -2.0034783320e-02, 1.2264388906e+00
1.8400000000e-01, -8.9893896693e-03, 1.2260737123e+00
1.8500000000e-01, -1.8729145755e-02, 1.2261687587e+00
1.8600000000e-01, -3.4701945540e-02, 1.2260036781e+00
1.8700000000e-01, -4.3426205742e-02, 1.2255834729e+00
1.8800000000e-01, -3.3696454542e-02, 1.2254283972e+00
1.8900000000e-01, -2.0249888359e-02, 1.2257635608e+00
1.9000000000e-01, -3.1305286895e-02, 1.2261637563e+00
1.9100000000e-01, -4.1720372756e-02, 1.2261537514e+00
1.9200000000e-01, -5.6997832995e-02, 1.2263188320e+00
1.9300000000e-01, -5.3205981370e-02, 1.2263688564e+00
1.9400000000e-01, -3.8633865563e-02, 1.2258836195e+00
1.9500000000e-01, -2.5182296937e-02, 1.2248080943e+00
1.9600000000e-01, -2.9344329327e-02, 1.2240327156e+00
1.9700000000e-01, -4.2930963908e-02, 1.2235274689e+00
1.9800000000e-01, -4.1200118707e-02, 1.2235324714e+00
1.9900000000e-01, -2.8869097263e-02, 1.2241777865e+00
2.0000000000e-01, -1.5822726502e-02, 1.2251982848e+00
2.0100000000e-01, -1.0700225099e-02, 1.2260487001e+00
2.0200000000e-01, -2.2666068220e-02, 1.2257285437e+00
2.0300000000e-01, -3.9159122054e-02, 1.2257585584e+00
2.0400000000e-01, -3.9534305262e-02, 1.2258586073e+00
2.0500000000e-01, -2.8729028865e-02, 1.2254634143e+00
2.0600000000e-01, -1.8899228809e-02, 1.2249731749e+00
2.0700000000e-01, -3.5427299743e-02, 1.2249231505e+00
2.0800000000e-01, -4.6737822860e-02, 1.2246230039e+00
2.0900000000e-01, -5.9073846747e-02, 1.2241827889e+00
2.1000000000e-01, -4.9754295855e-02, 1.2244729306e+00
2.1100000000e-01, -3.5077128749e-02, 1.2243378647e+00
2.1200000000e-01, -2.6042717094e-02, 1.2233423785e+00
2.1300000000e-01, -3.2806019728e-02, 1.2231973077e+00
2.1400000000e-01, -4.7123010954e-02, 1.2239226619e+00
2.1500000000e-01, -3.5442307071e-02, 1.2239926961e+00
2.1600000000e-01, -2.5927660910e-02, 1.2241877914e+00
2.1700000000e-01, -1.0750249527e-02, 1.2251282506e+00
2.1800000000e-01, -1.2681192438e-02, 1.2253383532e+00
2.1900000000e-01, -2.6362873432e-02, 1.2246029941e+00
2.2000000000e-01, -4.2010514437e-02, 1.2242578256e+00
2.2100000000e-01, -3.7298213341e-02, 1.2237125593e+00
2.2200000000e-01, -2.3236346697e-02, 1.2227921098e+00
2.2300000000e-01, -2.5317362892e-02, 1.2223568973e+00
2.2400000000e-01, -3.7838477161e-02, 1.2227120708e+00
2.2500000000e-01, -5.0009420436e-02, 1.2229721978e+00
2.2600000000e-01, -5.5397051306e-02, 1.2233023590e+00
2.2700000000e-01, -4.3366176429e-02, 1.2236075080e+00
2.2800000000e-01, -2.7518437713e-02, 1.2242828378e+00
2.2900000000e-01, -2.4997206554e-02, 1.2236525300e+00
2.3000000000e-01, -3.4842013938e-02, 1.2236825446e+00
2.3100000000e-01, -4.4226596587e-02, 1.2239726863e+00
2.3200000000e-01, -3.0534910708e-02, 1.2231222711e+00
2.3300000000e-01, -2.1305403785e-02, 1.2225820072e+00
2.3400000000e-01, -8.0439279845e-03, 1.2224169266e+00
2.3500000000e-01, -1.6408012307e-02, 1.2223919144e+00
2.3600000000e-01, -3.2155702167e-02, 1.2220717581e+00
2.3700000000e-01, -4.1075057637e-02, 1.2219266872e+00
2.3800000000e-01, -3.2250748580e-02, 1.2223518949e+00
2.3900000000e-01, -1.9299424232e-02, 1.2224669511e+00
2.4000000000e-01, -3.0379834981e-02, 1.2230622417e+00
2.4100000000e-01, -4.0419737634e-02, 1.2242228085e+00
2.4200000000e-01, -5.5136924282e-02, 1.2243128524e+00
2.4300000000e-01, -5.3321037554e-02, 1.2236975520e+00
2.4400000000e-01, -4.0084573968e-02, 1.2236875471e+00
2.4500000000e-01, -2.3906674029e-02, 1.2227520903e+00
2.4600000000e-01, -2.7933640464e-02, 1.2215965260e+00
2.4700000000e-01, -4.2060538864e-02, 1.2213864234e+00
2.4800000000e-01, -4.0439747405e-02, 1.2211212939e+00
2.4900000000e-01, -2.8689009323e-02, 1.2208161449e+00
