% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-28 T 07:35:32 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -4.2690846654e-02, 2.3384569076e+00
1.0000000000e-03, -3.6482815169e-02, 2.3410931950e+00
2.0000000000e-03, -2.2926195245e-02, 2.3458505180e+00
3.0000000000e-03, -2.5707553428e-02, 2.3497924429e+00
4.0000000000e-03, -3.7148140058e-02, 2.3523737034e+00
5.0000000000e-03, -5.1810299836e-02, 2.3530790478e+00
6.0000000000e-03, -5.6112400624e-02, 2.3513832197e+00
7.0000000000e-03, -4.2700851540e-02, 2.3482166735e+00
8.0000000000e-03, -2.4511969605e-02, 2.3432642551e+00
9.0000000000e-03, -2.1945716460e-02, 2.3405229165e+00
1.0000000000e-02, -3.2330787664e-02, 2.3393573473e+00
1.1000000000e-02, -4.0814930613e-02, 2.3377115436e+00
1.2000000000e-02, -2.7523440156e-02, 2.3399726478e+00
1.3000000000e-02, -1.7463527733e-02, 2.3432342405e+00
1.4000000000e-02, -6.3781145400e-03, 2.3430641574e+00
1.5000000000e-02, -1.5567601920e-02, 2.3450401223e+00
1.6000000000e-02, -3.4121662178e-02, 2.3487219202e+00
1.7000000000e-02, -4.3746362080e-02, 2.3477314365e+00
1.8000000000e-02, -3.6182668602e-02, 2.3478665025e+00
1.9000000000e-02, -2.1965726231e-02, 2.3502176506e+00
2.0000000000e-02, -3.1550406591e-02, 2.3477364390e+00
2.1000000000e-02, -4.2065541307e-02, 2.3453502738e+00
2.2000000000e-02, -5.6032361539e-02, 2.3438795556e+00
2.3000000000e-02, -5.4006372215e-02, 2.3398625940e+00
2.4000000000e-02, -3.7943528459e-02, 2.3391022227e+00
2.5000000000e-02, -2.1900694475e-02, 2.3391622520e+00
2.6000000000e-02, -2.8318828558e-02, 2.3403078114e+00
2.7000000000e-02, -4.1240138249e-02, 2.3454403177e+00
2.8000000000e-02, -3.9259170910e-02, 2.3480115733e+00
2.9000000000e-02, -2.6933151908e-02, 2.3504927849e+00
3.0000000000e-02, -1.3031363433e-02, 2.3546097953e+00
3.1000000000e-02, -8.4141087500e-03, 2.3523136741e+00
3.2000000000e-02, -2.1545521038e-02, 2.3475963706e+00
3.3000000000e-02, -4.0419737634e-02, 2.3451451736e+00
3.4000000000e-02, -4.1440235960e-02, 2.3404528823e+00
3.5000000000e-02, -3.0569927807e-02, 2.3375464630e+00
3.6000000000e-02, -2.2541007151e-02, 2.3388971226e+00
3.7000000000e-02, -3.4962072565e-02, 2.3413483195e+00
3.8000000000e-02, -4.6362639652e-02, 2.3422437568e+00
3.9000000000e-02, -5.7983314222e-02, 2.3449951003e+00
4.0000000000e-02, -4.9279063791e-02, 2.3469960774e+00
4.1000000000e-02, -3.1550406591e-02, 2.3485368298e+00
4.2000000000e-02, -2.2806136618e-02, 2.3501075968e+00
4.3000000000e-02, -3.1720489646e-02, 2.3504727752e+00
4.4000000000e-02, -4.6012468658e-02, 2.3507779242e+00
4.5000000000e-02, -3.4151676835e-02, 2.3495773379e+00
4.6000000000e-02, -2.5857626712e-02, 2.3467459553e+00
4.7000000000e-02, -1.1670698997e-02, 2.3457454667e+00
4.8000000000e-02, -1.4852252603e-02, 2.3419636200e+00
4.9000000000e-02, -2.8433884741e-02, 2.3372613238e+00
5.0000000000e-02, -4.4776865292e-02, 2.3376465119e+00
5.1000000000e-02, -3.7058096088e-02, 2.3391272349e+00
5.2000000000e-02, -2.5392399533e-02, 2.3417335076e+00
5.3000000000e-02, -2.3861652044e-02, 2.3485968591e+00
5.4000000000e-02, -3.4952067679e-02, 2.3541145535e+00
5.5000000000e-02, -4.9759298297e-02, 2.3563656528e+00
5.6000000000e-02, -5.5742219858e-02, 2.3570910070e+00
5.7000000000e-02, -4.2425717187e-02, 2.3527789013e+00
5.8000000000e-02, -2.3561505477e-02, 2.3471761654e+00
5.9000000000e-02, -2.2290885012e-02, 2.3421887299e+00
6.0000000000e-02, -3.5322248445e-02, 2.3396324817e+00
6.1000000000e-02, -4.4966958118e-02, 2.3403078114e+00
6.2000000000e-02, -3.0905091473e-02, 2.3406879971e+00
6.3000000000e-02, -2.0620069125e-02, 2.3423087885e+00
6.4000000000e-02, -9.8348024985e-03, 2.3470060823e+00
6.5000000000e-02, -1.8118847736e-02, 2.3477914658e+00
6.6000000000e-02, -3.4041623094e-02, 2.3482867077e+00
6.7000000000e-02, -4.1805414283e-02, 2.3518134298e+00
6.8000000000e-02, -3.2816024614e-02, 2.3518384420e+00
6.9000000000e-02, -1.9299424232e-02, 2.3501376115e+00
7.0000000000e-02, -3.0454871623e-02, 2.3509980317e+00
7.1000000000e-02, -4.0929986797e-02, 2.3500225553e+00
7.2000000000e-02, -5.4931824128e-02, 2.3465108405e+00
7.3000000000e-02, -5.3000881217e-02, 2.3443497852e+00
7.4000000000e-02, -3.7058096088e-02, 2.3403178163e+00
7.5000000000e-02, -1.9564553699e-02, 2.3379916804e+00
7.6000000000e-02, -2.7408383972e-02, 2.3391972691e+00
7.7000000000e-02, -4.0144603281e-02, 2.3425589107e+00
7.8000000000e-02, -3.9149117169e-02, 2.3487169177e+00
7.9000000000e-02, -2.7593474355e-02, 2.3540495217e+00
8.0000000000e-02, -1.6082853526e-02, 2.3567608457e+00
8.1000000000e-02, -1.1835779609e-02, 2.3588918864e+00
8.2000000000e-02, -2.2375926539e-02, 2.3559604549e+00
8.3000000000e-02, -3.8493797165e-02, 2.3488469813e+00
8.4000000000e-02, -4.0049556868e-02, 2.3449100588e+00
8.5000000000e-02, -3.0364827653e-02, 2.3421186957e+00
8.6000000000e-02, -1.9154353391e-02, 2.3384719149e+00
8.7000000000e-02, -3.3056141867e-02, 2.3392673033e+00
8.8000000000e-02, -4.4726840864e-02, 2.3426089351e+00
8.9000000000e-02, -5.7468062616e-02, 2.3439996142e+00
9.0000000000e-02, -4.9264056463e-02, 2.3471661605e+00
9.1000000000e-02, -3.1410338193e-02, 2.3506778753e+00
9.2000000000e-02, -2.0164846832e-02, 2.3512181391e+00
9.3000000000e-02, -2.9434373297e-02, 2.3516933712e+00
9.4000000000e-02, -4.3596288797e-02, 2.3542196048e+00
9.5000000000e-02, -3.2290768122e-02, 2.3534192140e+00
9.6000000000e-02, -2.3881661815e-02, 2.3519484958e+00
9.7000000000e-02, -8.1539817256e-03, 2.3504527654e+00
9.8000000000e-02, -1.3066380532e-02, 2.3460005913e+00
9.9000000000e-02, -2.6302844119e-02, 2.3413883391e+00
1.0000000000e-01, -4.2425717187e-02, 2.3378816267e+00
1.0100000000e-01, -3.7263196242e-02, 2.3374113971e+00
1.0200000000e-01, -2.3531490820e-02, 2.3405629360e+00
1.0300000000e-01, -2.4852135713e-02, 2.3445098634e+00
1.0400000000e-01, -3.8108609071e-02, 2.3480565953e+00
1.0500000000e-01, -5.0339581660e-02, 2.3548849297e+00
1.0600000000e-01, -5.4966841228e-02, 2.3586167520e+00
1.0700000000e-01, -4.3956464677e-02, 2.3570709972e+00
1.0800000000e-01, -2.7273318017e-02, 2.3553751691e+00
1.0900000000e-01, -2.4156796168e-02, 2.3506878802e+00
1.1000000000e-01, -3.3441329961e-02, 2.3436844603e+00
1.1100000000e-01, -4.2695849097e-02, 2.3409331168e+00
1.1200000000e-01, -2.9054187646e-02, 2.3411982463e+00
1.1300000000e-01, -1.8784172626e-02, 2.3418635711e+00
1.1400000000e-01, -6.7232830916e-03, 2.3435043724e+00
1.1500000000e-01, -1.6508061162e-02, 2.3451151589e+00
1.1600000000e-01, -3.1745501859e-02, 2.3463907819e+00
1.1700000000e-01, -4.1430231075e-02, 2.3471311434e+00
1.1800000000e-01, -3.4051627979e-02, 2.3494522768e+00
1.1900000000e-01, -2.0244885916e-02, 2.3518984714e+00
1.2000000000e-01, -3.3076151638e-02, 2.3526238256e+00
1.2100000000e-01, -4.0014539769e-02, 2.3531891016e+00
1.2200000000e-01, -5.4061399085e-02, 2.3533241675e+00
1.2300000000e-01, -5.2365570984e-02, 2.3512531562e+00
1.2400000000e-01, -3.8048579758e-02, 2.3479715538e+00
1.2500000000e-01, -2.0274900573e-02, 2.3436194286e+00
1.2600000000e-01, -2.5767582742e-02, 2.3412332634e+00
1.2700000000e-01, -3.9324202666e-02, 2.3408580801e+00
1.2800000000e-01, -3.9264173352e-02, 2.3418735760e+00
1.2900000000e-01, -2.7638496340e-02, 2.3449650857e+00
1.3000000000e-01, -1.3941808018e-02, 2.3506278509e+00
1.3100000000e-01, -7.7888034029e-03, 2.3551150421e+00
1.3200000000e-01, -2.0970240119e-02, 2.3587918375e+00
1.3300000000e-01, -3.8478789837e-02, 2.3604226338e+00
1.3400000000e-01, -4.0754901300e-02, 2.3555102350e+00
1.3500000000e-01, -2.8814070392e-02, 2.3496273623e+00
1.3600000000e-01, -1.9799668509e-02, 2.3466809235e+00
1.3700000000e-01, -3.4286742790e-02, 2.3436544457e+00
1.3800000000e-01, -4.5026987431e-02, 2.3420686713e+00
1.3900000000e-01, -5.6592635130e-02, 2.3438645483e+00
1.4000000000e-01, -4.7838360271e-02, 2.3443948072e+00
1.4100000000e-01, -3.1830543387e-02, 2.3458905376e+00
1.4200000000e-01, -2.0660088667e-02, 2.3499775333e+00
1.4300000000e-01, -2.8528931154e-02, 2.3521535959e+00
1.4400000000e-01, -4.2020519322e-02, 2.3539644802e+00
1.4500000000e-01, -3.2806019728e-02, 2.3560755111e+00
1.4600000000e-01, -2.3916678914e-02, 2.3559754622e+00
1.4700000000e-01, -8.3040550089e-03, 2.3547048417e+00
1.4800000000e-01, -1.2526116712e-02, 2.3536743385e+00
1.4900000000e-01, -2.6002697552e-02, 2.3512831709e+00
1.5000000000e-01, -4.2145580392e-02, 2.3484467858e+00
1.5100000000e-01, -3.6747944636e-02, 2.3445899025e+00
1.5200000000e-01, -2.3901671586e-02, 2.3414233562e+00
1.5300000000e-01, -2.5842619383e-02, 2.3421036884e+00
1.5400000000e-01, -3.6722932422e-02, 2.3453852909e+00
1.5500000000e-01, -4.8848853712e-02, 2.3486368787e+00
1.5600000000e-01, -5.6167427494e-02, 2.3533992042e+00
1.5700000000e-01, -4.3206098260e-02, 2.3581115053e+00
1.5800000000e-01, -2.5782590070e-02, 2.3602875679e+00
1.5900000000e-01, -2.3016239214e-02, 2.3592120427e+00
1.6000000000e-01, -3.5392282643e-02, 2.3560304891e+00
1.6100000000e-01, -4.4681818879e-02, 2.3515282906e+00
1.6200000000e-01, -2.9804554062e-02, 2.3481716515e+00
1.6300000000e-01, -1.8348960104e-02, 2.3460155986e+00
1.6400000000e-01, -8.9593750126e-03, 2.3448600344e+00
1.6500000000e-01, -1.8509038273e-02, 2.3447399757e+00
1.6600000000e-01, -3.3541378816e-02, 2.3471161361e+00
1.6700000000e-01, -4.2915956579e-02, 2.3499825358e+00
1.6800000000e-01, -3.4561877143e-02, 2.3514332442e+00
1.6900000000e-01, -2.1345423327e-02, 2.3540745340e+00
1.7000000000e-01, -3.2140694839e-02, 2.3570609923e+00
1.7100000000e-01, -4.0134598396e-02, 2.3560504989e+00
1.7200000000e-01, -5.5407056192e-02, 2.3541045486e+00
1.7300000000e-01, -5.4006372215e-02, 2.3541195559e+00
1.7400000000e-01, -3.8528814264e-02, 2.3512981782e+00
1.7500000000e-01, -2.2515994937e-02, 2.3478414903e+00
1.7600000000e-01, -2.7353357102e-02, 2.3447799953e+00
1.7700000000e-01, -3.9799434730e-02, 2.3428640597e+00
1.7800000000e-01, -4.0124593510e-02, 2.3437244799e+00
1.7900000000e-01, -2.7863606265e-02, 2.3465858771e+00
1.8000000000e-01, -1.2576141140e-02, 2.3485668445e+00
1.8100000000e-01, -9.2044947087e-03, 2.3515432979e+00
1.8200000000e-01, -2.1510503939e-02, 2.3553901764e+00
1.8300000000e-01, -3.9074080527e-02, 2.3556402985e+00
