% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-28 T 07:35:37 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -1.7083342082e-02, 2.1569382690e+00
1.0000000000e-03, -1.1880801594e-02, 2.1570433203e+00
2.0000000000e-03, -2.3676561661e-02, 2.1570033008e+00
3.0000000000e-03, -3.8984036557e-02, 2.1570233106e+00
4.0000000000e-03, -4.2095555964e-02, 2.1568782397e+00
5.0000000000e-03, -3.1610435904e-02, 2.1565981029e+00
6.0000000000e-03, -1.9649595226e-02, 2.1568732373e+00
7.0000000000e-03, -3.2335790107e-02, 2.1567431738e+00
8.0000000000e-03, -4.3236112917e-02, 2.1564280199e+00
9.0000000000e-03, -5.6892781697e-02, 2.1565030565e+00
1.0000000000e-02, -4.9294071119e-02, 2.1567231640e+00
1.1000000000e-02, -3.1555409034e-02, 2.1568082055e+00
1.2000000000e-02, -1.9894714922e-02, 2.1570283130e+00
1.3000000000e-02, -2.9119219402e-02, 2.1567931982e+00
1.4000000000e-02, -4.4771862849e-02, 2.1567781909e+00
1.5000000000e-02, -3.7633377007e-02, 2.1567531786e+00
1.6000000000e-02, -2.7228296032e-02, 2.1567531786e+00
1.7000000000e-02, -1.2871285264e-02, 2.1566731396e+00
1.8000000000e-02, -1.5237440697e-02, 2.1566331200e+00
1.9000000000e-02, -2.8193767488e-02, 2.1563579857e+00
2.0000000000e-02, -4.4521740710e-02, 2.1561879026e+00
2.1000000000e-02, -4.0239649694e-02, 2.1563129637e+00
2.2000000000e-02, -2.7388374201e-02, 2.1565580834e+00
2.3000000000e-02, -2.5557480145e-02, 2.1566481273e+00
2.4000000000e-02, -3.5747456081e-02, 2.1564430272e+00
2.5000000000e-02, -4.6997949885e-02, 2.1566581322e+00
2.6000000000e-02, -5.4031384429e-02, 2.1566931493e+00
2.7000000000e-02, -4.2940968793e-02, 2.1566831444e+00
2.8000000000e-02, -2.5347377548e-02, 2.1570383179e+00
2.9000000000e-02, -2.2986224558e-02, 2.1567781909e+00
3.0000000000e-02, -3.4216708591e-02, 2.1566181127e+00
3.1000000000e-02, -4.6782844845e-02, 2.1559978098e+00
3.2000000000e-02, -3.2295770565e-02, 2.1559227731e+00
3.3000000000e-02, -2.1150328059e-02, 2.1559878049e+00
3.4000000000e-02, -8.7242602021e-03, 2.1557376828e+00
3.5000000000e-02, -1.7303449564e-02, 2.1562379270e+00
3.6000000000e-02, -3.2916073469e-02, 2.1564130125e+00
3.7000000000e-02, -4.2525766043e-02, 2.1568282153e+00
3.8000000000e-02, -3.3311266448e-02, 2.1567881957e+00
3.9000000000e-02, -2.0079805305e-02, 2.1568932470e+00
4.0000000000e-02, -2.9469390396e-02, 2.1569732861e+00
4.1000000000e-02, -3.7848482047e-02, 2.1568682348e+00
4.2000000000e-02, -5.2175478158e-02, 2.1566731396e+00
4.3000000000e-02, -5.1094950519e-02, 2.1563829979e+00
4.4000000000e-02, -3.7373249983e-02, 2.1560728464e+00
4.5000000000e-02, -2.0695105766e-02, 2.1557726999e+00
4.6000000000e-02, -2.6072731751e-02, 2.1559527878e+00
4.7000000000e-02, -3.9459268621e-02, 2.1556276290e+00
4.8000000000e-02, -4.2985990778e-02, 2.1562729441e+00
4.9000000000e-02, -2.9814558948e-02, 2.1564780443e+00
5.0000000000e-02, -1.6222921924e-02, 2.1569032519e+00
5.1000000000e-02, -1.0910327695e-02, 2.1568282153e+00
5.2000000000e-02, -2.2656063335e-02, 2.1570233106e+00
5.3000000000e-02, -3.8753924189e-02, 2.1570783374e+00
5.4000000000e-02, -4.0944994125e-02, 2.1570483228e+00
5.5000000000e-02, -2.9649478336e-02, 2.1569682837e+00
5.6000000000e-02, -1.9999766220e-02, 2.1566781420e+00
5.7000000000e-02, -3.2380812092e-02, 2.1566381225e+00
5.8000000000e-02, -4.0544798703e-02, 2.1569032519e+00
5.9000000000e-02, -5.4316523667e-02, 2.1565730907e+00
6.0000000000e-02, -4.7017959656e-02, 2.1565430760e+00
6.1000000000e-02, -3.2185716824e-02, 2.1568682348e+00
6.2000000000e-02, -2.1395447755e-02, 2.1571333643e+00
6.3000000000e-02, -2.9614461237e-02, 2.1571433692e+00
6.4000000000e-02, -4.5827378275e-02, 2.1570333154e+00
6.5000000000e-02, -3.7808462504e-02, 2.1572634278e+00
6.6000000000e-02, -2.6918144580e-02, 2.1570783374e+00
6.7000000000e-02, -1.0730239756e-02, 2.1571683814e+00
6.8000000000e-02, -1.2491099613e-02, 2.1571633789e+00
6.9000000000e-02, -2.5802599841e-02, 2.1569132568e+00
7.0000000000e-02, -4.3146068947e-02, 2.1563329734e+00
7.1000000000e-02, -3.7713416092e-02, 2.1563579857e+00
7.2000000000e-02, -2.4451940291e-02, 2.1566581322e+00
7.3000000000e-02, -2.3331393109e-02, 2.1566981518e+00
7.4000000000e-02, -3.5377275315e-02, 2.1568832422e+00
7.5000000000e-02, -4.7243069581e-02, 2.1570883423e+00
7.6000000000e-02, -5.5011863213e-02, 2.1574885377e+00
7.7000000000e-02, -4.2365687874e-02, 2.1576386110e+00
