% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-28 T 07:33:48 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -3.0709996205e-02, 1.5895111849e+00
1.0000000000e-03, -3.9449263735e-02, 1.5895211898e+00
2.0000000000e-03, -5.4206469926e-02, 1.5895011800e+00
3.0000000000e-03, -5.3891316031e-02, 1.5894411507e+00
4.0000000000e-03, -4.1055047866e-02, 1.5899013754e+00
5.0000000000e-03, -2.3321388224e-02, 1.5905116734e+00
6.0000000000e-03, -2.7353357102e-02, 1.5904016197e+00
7.0000000000e-03, -4.1820421611e-02, 1.5906767541e+00
8.0000000000e-03, -4.3706342538e-02, 1.5906967638e+00
9.0000000000e-03, -3.3401310418e-02, 1.5904866612e+00
1.0000000000e-02, -1.9469507286e-02, 1.5901114780e+00
1.1000000000e-02, -1.4211939928e-02, 1.5900314389e+00
1.2000000000e-02, -2.5627514344e-02, 1.5899914194e+00
1.3000000000e-02, -4.1015028324e-02, 1.5900314389e+00
1.4000000000e-02, -4.4506733382e-02, 1.5899113803e+00
1.5000000000e-02, -3.3301261563e-02, 1.5896062313e+00
1.6000000000e-02, -2.3376415094e-02, 1.5900814634e+00
1.7000000000e-02, -3.5187182490e-02, 1.5901214829e+00
1.8000000000e-02, -4.3591286354e-02, 1.5901364902e+00
1.9000000000e-02, -5.6732703528e-02, 1.5903515953e+00
2.0000000000e-02, -5.0304564560e-02, 1.5906917614e+00
2.1000000000e-02, -3.4476835615e-02, 1.5904416392e+00
2.2000000000e-02, -2.2901183031e-02, 1.5903215806e+00
2.3000000000e-02, -3.0780030404e-02, 1.5903666026e+00
2.4000000000e-02, -4.3461222842e-02, 1.5900614536e+00
2.5000000000e-02, -3.5067123863e-02, 1.5896012289e+00
2.6000000000e-02, -2.5982687781e-02, 1.5894961776e+00
2.7000000000e-02, -1.1170454720e-02, 1.5896512533e+00
2.8000000000e-02, -1.4772213519e-02, 1.5898763632e+00
2.9000000000e-02, -2.8684006880e-02, 1.5901314878e+00
3.0000000000e-02, -4.3381183757e-02, 1.5903165782e+00
3.1000000000e-02, -3.8643870448e-02, 1.5905416881e+00
3.2000000000e-02, -2.6157773278e-02, 1.5902715562e+00
3.3000000000e-02, -2.4717069758e-02, 1.5902815611e+00
3.4000000000e-02, -3.6032595319e-02, 1.5903515953e+00
3.5000000000e-02, -4.7698291874e-02, 1.5902865635e+00
3.6000000000e-02, -5.5517109933e-02, 1.5902765586e+00
3.7000000000e-02, -4.2525766043e-02, 1.5904666515e+00
3.8000000000e-02, -2.6342863661e-02, 1.5903315855e+00
3.9000000000e-02, -2.3146302727e-02, 1.5898163339e+00
4.0000000000e-02, -3.2160704610e-02, 1.5899113803e+00
4.1000000000e-02, -4.4366664984e-02, 1.5897062802e+00
4.2000000000e-02, -3.2365804764e-02, 1.5896862704e+00
4.3000000000e-02, -2.2891178145e-02, 1.5899914194e+00
4.4000000000e-02, -1.0169966165e-02, 1.5905066710e+00
4.5000000000e-02, -2.0314920115e-02, 1.5908118200e+00
4.6000000000e-02, -3.3906557139e-02, 1.5908018151e+00
4.7000000000e-02, -4.3956464677e-02, 1.5908068176e+00
4.8000000000e-02, -3.5022101878e-02, 1.5908318298e+00
