% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-28 T 07:34:53 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -4.1395213975e-02, 3.3718215168e+00
1.0000000000e-03, -5.6347515434e-02, 3.3700256399e+00
2.0000000000e-03, -5.0314569446e-02, 3.3703808133e+00
3.0000000000e-03, -3.5312243559e-02, 3.3719515803e+00
4.0000000000e-03, -1.9069311864e-02, 3.3719515803e+00
5.0000000000e-03, -2.4401915864e-02, 3.3724718344e+00
6.0000000000e-03, -3.9224153810e-02, 3.3729120494e+00
7.0000000000e-03, -3.7298213341e-02, 3.3725018490e+00
8.0000000000e-03, -2.7558457256e-02, 3.3723917953e+00
9.0000000000e-03, -1.2826263279e-02, 3.3726819370e+00
1.0000000000e-02, -1.0260010135e-02, 3.3725918930e+00
1.1000000000e-02, -2.2921192802e-02, 3.3721616829e+00
1.2000000000e-02, -4.0960001454e-02, 3.3726969443e+00
1.3000000000e-02, -3.9659366332e-02, 3.3721666854e+00
1.4000000000e-02, -2.8819072835e-02, 3.3716514338e+00
1.5000000000e-02, -2.2335906997e-02, 3.3708510429e+00
1.6000000000e-02, -3.5612390126e-02, 3.3703958206e+00
1.7000000000e-02, -4.6837871716e-02, 3.3700556545e+00
1.8000000000e-02, -5.6332508106e-02, 3.3703958206e+00
1.9000000000e-02, -4.6432673851e-02, 3.3711812042e+00
2.0000000000e-02, -3.1120196512e-02, 3.3714213214e+00
2.1000000000e-02, -2.3366410209e-02, 3.3719415755e+00
2.2000000000e-02, -3.1980616670e-02, 3.3721516781e+00
2.3000000000e-02, -4.6337627438e-02, 3.3718365242e+00
2.4000000000e-02, -3.3841525383e-02, 3.3710761529e+00
2.5000000000e-02, -2.4612018460e-02, 3.3696104371e+00
2.6000000000e-02, -1.0760254412e-02, 3.3694703687e+00
2.7000000000e-02, -1.4957303902e-02, 3.3700506521e+00
2.8000000000e-02, -2.9809556505e-02, 3.3694253467e+00
2.9000000000e-02, -4.3406195971e-02, 3.3701907205e+00
3.0000000000e-02, -3.6327739443e-02, 3.3706909648e+00
3.1000000000e-02, -2.3731588532e-02, 3.3702307400e+00
3.2000000000e-02, -2.5082248081e-02, 3.3701557034e+00
3.3000000000e-02, -3.6417783413e-02, 3.3704308377e+00
3.4000000000e-02, -4.9909371581e-02, 3.3699706130e+00
3.5000000000e-02, -5.4406567637e-02, 3.3702757620e+00
3.6000000000e-02, -4.1605316572e-02, 3.3705458939e+00
3.7000000000e-02, -2.2911187916e-02, 3.3712762506e+00
3.8000000000e-02, -2.3081270971e-02, 3.3711261773e+00
3.9000000000e-02, -3.6597871353e-02, 3.3710911602e+00
4.0000000000e-02, -4.4601779795e-02, 3.3699255910e+00
4.1000000000e-02, -2.9849576047e-02, 3.3682447702e+00
4.2000000000e-02, -1.7828706055e-02, 3.3670691962e+00
4.3000000000e-02, -7.5486861497e-03, 3.3669241254e+00
4.4000000000e-02, -1.7998789110e-02, 3.3690251513e+00
4.5000000000e-02, -3.4801994396e-02, 3.3701206863e+00
4.6000000000e-02, -4.4346655213e-02, 3.3700656594e+00
4.7000000000e-02, -3.3551383702e-02, 3.3709010674e+00
4.8000000000e-02, -1.9709624539e-02, 3.3709410869e+00
4.9000000000e-02, -3.1485374835e-02, 3.3703507987e+00
5.0000000000e-02, -4.1255145577e-02, 3.3699355959e+00
5.1000000000e-02, -5.5702200316e-02, 3.3696604616e+00
5.2000000000e-02, -5.2480627168e-02, 3.3683498215e+00
5.3000000000e-02, -3.6387768756e-02, 3.3689351073e+00
5.4000000000e-02, -2.0530025155e-02, 3.3697805202e+00
5.5000000000e-02, -2.7698525653e-02, 3.3700106325e+00
5.6000000000e-02, -4.2420714744e-02, 3.3695203932e+00
5.7000000000e-02, -3.6727934865e-02, 3.3692202466e+00
5.8000000000e-02, -2.6648012670e-02, 3.3691302026e+00
5.9000000000e-02, -1.1015378994e-02, 3.3686799828e+00
6.0000000000e-02, -8.6092040183e-03, 3.3688100463e+00
6.1000000000e-02, -2.2646058449e-02, 3.3699656106e+00
6.2000000000e-02, -4.0990016110e-02, 3.3703507987e+00
6.3000000000e-02, -4.0134598396e-02, 3.3702057278e+00
6.4000000000e-02, -2.7553454813e-02, 3.3703858158e+00
6.5000000000e-02, -2.1305403785e-02, 3.3702107303e+00
