% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+04 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-29 T 08:01:18 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -1.0519590017e-02, 2.6988983860e+00
1.0000000000e-04, -1.1210161609e-02, 2.6986924260e+00
2.0000000000e-04, -1.3040547605e-02, 2.6984073259e+00
3.0000000000e-04, -1.3921251105e-02, 2.6984614539e+00
4.0000000000e-04, -1.4439668319e-02, 2.6983871988e+00
5.0000000000e-04, -1.4300733287e-02, 2.6981677557e+00
6.0000000000e-04, -1.4057059610e-02, 2.6979823136e+00
7.0000000000e-04, -1.4872301456e-02, 2.6980041993e+00
8.0000000000e-04, -1.6202247766e-02, 2.6977611119e+00
9.0000000000e-04, -1.7657841369e-02, 2.6976915466e+00
1.0000000000e-03, -1.9878652391e-02, 2.6975193923e+00
1.1000000000e-03, -2.1882756028e-02, 2.6975651177e+00
1.2000000000e-03, -2.2655594356e-02, 2.6977024895e+00
1.3000000000e-03, -2.2967856213e-02, 2.6975828998e+00
1.4000000000e-03, -2.3504641772e-02, 2.6971453815e+00
1.5000000000e-03, -2.3983781994e-02, 2.6968684885e+00
1.6000000000e-03, -2.4146361385e-02, 2.6969093287e+00
1.7000000000e-03, -2.4992868498e-02, 2.6965904230e+00
1.8000000000e-03, -2.6308159214e-02, 2.6971825090e+00
1.9000000000e-03, -2.6764632117e-02, 2.6969144093e+00
2.0000000000e-03, -2.9821789041e-02, 2.6968380048e+00
2.1000000000e-03, -3.0916073398e-02, 2.6965224211e+00
2.2000000000e-03, -3.3523401287e-02, 2.6963029780e+00
2.3000000000e-03, -3.7759063382e-02, 2.6963330708e+00
2.4000000000e-03, -3.9573035112e-02, 2.6965241797e+00
2.5000000000e-03, -4.0831071307e-02, 2.6970273551e+00
2.6000000000e-03, -4.1265267708e-02, 2.6970285276e+00
2.7000000000e-03, -3.9750465505e-02, 2.6963776238e+00
2.8000000000e-03, -3.9615829447e-02, 2.6960733736e+00
2.9000000000e-03, -4.1526723506e-02, 2.6959397146e+00
3.0000000000e-03, -4.2578799752e-02, 2.6961294557e+00
3.1000000000e-03, -4.1963655617e-02, 2.6960567640e+00
3.2000000000e-03, -4.1931022494e-02, 2.6958631147e+00
3.3000000000e-03, -4.1624232059e-02, 2.6958021475e+00
3.4000000000e-03, -4.0493015604e-02, 2.6959299442e+00
3.5000000000e-03, -3.9096826009e-02, 2.6963209555e+00
3.6000000000e-03, -3.7352419499e-02, 2.6960172916e+00
3.7000000000e-03, -3.5489204972e-02, 2.6962181709e+00
3.8000000000e-03, -3.4776356877e-02, 2.6964575456e+00
3.9000000000e-03, -3.4371862480e-02, 2.6966758163e+00
4.0000000000e-03, -3.4037519527e-02, 2.6965859286e+00
4.1000000000e-03, -3.3578115505e-02, 2.6965779169e+00
4.2000000000e-03, -3.2825599602e-02, 2.6962504132e+00
4.3000000000e-03, -3.1788765173e-02, 2.6963649223e+00
4.4000000000e-03, -3.0378897023e-02, 2.6964700517e+00
4.5000000000e-03, -2.9416122197e-02, 2.6966695632e+00
4.6000000000e-03, -2.7907768455e-02, 2.6966183663e+00
4.7000000000e-03, -2.6203615976e-02, 2.6966406428e+00
4.8000000000e-03, -2.4742941767e-02, 2.6970191480e+00
4.9000000000e-03, -2.3366488372e-02, 2.6972296023e+00
5.0000000000e-03, -2.1878652462e-02, 2.6975010239e+00
5.1000000000e-03, -1.8873474045e-02, 2.6971606233e+00
5.2000000000e-03, -1.7448559486e-02, 2.6970316541e+00
5.3000000000e-03, -1.8046116908e-02, 2.6970885178e+00
5.4000000000e-03, -1.6894773438e-02, 2.6973468471e+00
5.5000000000e-03, -1.6513532584e-02, 2.6971131392e+00
5.6000000000e-03, -1.9320762777e-02, 2.6971221280e+00
5.7000000000e-03, -2.2066244066e-02, 2.6971682442e+00
5.8000000000e-03, -2.4088911456e-02, 2.6966101592e+00
5.9000000000e-03, -2.5516952542e-02, 2.6966468959e+00
6.0000000000e-03, -2.6665951117e-02, 2.6969359042e+00
6.1000000000e-03, -2.8397851521e-02, 2.6972159238e+00
6.2000000000e-03, -2.8782023493e-02, 2.6974633102e+00
6.3000000000e-03, -2.8966488571e-02, 2.6977814343e+00
6.4000000000e-03, -2.9254129030e-02, 2.6977224211e+00
6.5000000000e-03, -3.0537372847e-02, 2.6982295046e+00
