% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+04 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-29 T 08:04:06 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -3.0622375293e-02, 5.4173700017e-01
1.0000000000e-04, -3.1030777848e-02, 5.4192654586e-01
2.0000000000e-04, -3.2318906863e-02, 5.4173016090e-01
3.0000000000e-04, -3.2452761289e-02, 5.4216924249e-01
4.0000000000e-04, -3.3668393965e-02, 5.4232439638e-01
5.0000000000e-04, -3.3818271840e-02, 5.4251511451e-01
6.0000000000e-04, -3.4096337312e-02, 5.4186010716e-01
7.0000000000e-04, -3.4741183451e-02, 5.4217080576e-01
8.0000000000e-04, -3.5109136566e-02, 5.4192674126e-01
9.0000000000e-04, -3.5853640745e-02, 5.4147554438e-01
1.0000000000e-03, -3.5037617267e-02, 5.4223040517e-01
1.1000000000e-03, -3.6096728198e-02, 5.4170768899e-01
1.2000000000e-03, -3.8391794230e-02, 5.4179620877e-01
1.3000000000e-03, -4.0832829979e-02, 5.4194100604e-01
1.4000000000e-03, -4.3353787567e-02, 5.4177139197e-01
1.5000000000e-03, -4.6274549761e-02, 5.4230563722e-01
1.6000000000e-03, -5.0168052586e-02, 5.4157266211e-01
1.7000000000e-03, -5.2651296446e-02, 5.4214911548e-01
1.8000000000e-03, -5.3693016073e-02, 5.4147573978e-01
1.9000000000e-03, -5.4646215911e-02, 5.4180304805e-01
2.0000000000e-03, -5.4165317018e-02, 5.4135185116e-01
2.1000000000e-03, -5.3443480158e-02, 5.4183861229e-01
2.2000000000e-03, -5.2763851408e-02, 5.4153690246e-01
2.3000000000e-03, -5.2678262739e-02, 5.4224134802e-01
2.4000000000e-03, -5.2482854818e-02, 5.4167720535e-01
2.5000000000e-03, -5.3227163589e-02, 5.4199747893e-01
2.6000000000e-03, -5.3472009714e-02, 5.4163968703e-01
2.7000000000e-03, -5.2734540220e-02, 5.4211491909e-01
2.8000000000e-03, -5.1465170366e-02, 5.4140168018e-01
2.9000000000e-03, -5.0145189860e-02, 5.4225150923e-01
3.0000000000e-03, -4.8365805332e-02, 5.4144603778e-01
3.1000000000e-03, -4.6468199011e-02, 5.4216044914e-01
3.2000000000e-03, -4.5502102250e-02, 5.4149000456e-01
3.3000000000e-03, -4.4100441233e-02, 5.4205531968e-01
3.4000000000e-03, -4.3800685482e-02, 5.4135751799e-01
3.5000000000e-03, -4.3645727001e-02, 5.4200529525e-01
3.6000000000e-03, -4.3254911159e-02, 5.4202815798e-01
3.7000000000e-03, -4.2488716701e-02, 5.4200764014e-01
3.8000000000e-03, -3.9046410765e-02, 5.4199650189e-01
3.9000000000e-03, -3.6650318839e-02, 5.4190641884e-01
