% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+04 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-29 T 08:02:42 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -2.4480118114e-02, 1.8688643555e+00
1.0000000000e-04, -2.5108159171e-02, 1.8688956208e+00
2.0000000000e-04, -2.6231559309e-02, 1.8690015319e+00
3.0000000000e-04, -2.7463410843e-02, 1.8683148685e+00
4.0000000000e-04, -2.7383098187e-02, 1.8675961581e+00
5.0000000000e-04, -2.8884417244e-02, 1.8672147219e+00
6.0000000000e-04, -2.9647485175e-02, 1.8668457917e+00
7.0000000000e-04, -3.0561798837e-02, 1.8670208772e+00
8.0000000000e-04, -3.1334246349e-02, 1.8675476970e+00
9.0000000000e-04, -3.2864094962e-02, 1.8681913706e+00
1.0000000000e-03, -3.3366684135e-02, 1.8686871205e+00
1.1000000000e-03, -3.3744407646e-02, 1.8688246877e+00
1.2000000000e-03, -3.4884222049e-02, 1.8693145754e+00
1.3000000000e-03, -3.5876698879e-02, 1.8694607405e+00
1.4000000000e-03, -3.7244554326e-02, 1.8698091528e+00
1.5000000000e-03, -3.8572546557e-02, 1.8694177508e+00
1.6000000000e-03, -3.9877480653e-02, 1.8688932759e+00
1.7000000000e-03, -4.1717441637e-02, 1.8677483809e+00
1.8000000000e-03, -4.4150270253e-02, 1.8668954253e+00
1.9000000000e-03, -4.5441134979e-02, 1.8664029974e+00
2.0000000000e-03, -4.6607524859e-02, 1.8672901493e+00
2.1000000000e-03, -4.7073963566e-02, 1.8678105206e+00
2.2000000000e-03, -4.6851198536e-02, 1.8684284005e+00
2.3000000000e-03, -4.6463900037e-02, 1.8690435446e+00
2.4000000000e-03, -4.6369908827e-02, 1.8697264953e+00
2.5000000000e-03, -4.5093895103e-02, 1.8699711460e+00
2.6000000000e-03, -4.3082952188e-02, 1.8698546829e+00
2.7000000000e-03, -4.1762971682e-02, 1.8695209261e+00
2.8000000000e-03, -4.0521740569e-02, 1.8689053912e+00
2.9000000000e-03, -3.9341281318e-02, 1.8680426652e+00
3.0000000000e-03, -3.9580265205e-02, 1.8669143799e+00
3.1000000000e-03, -3.8160822068e-02, 1.8662742235e+00
3.2000000000e-03, -3.6341769731e-02, 1.8658195093e+00
3.3000000000e-03, -3.6921740441e-02, 1.8658326016e+00
3.4000000000e-03, -3.7274451738e-02, 1.8664239060e+00
3.5000000000e-03, -3.7257451249e-02, 1.8668930804e+00
3.6000000000e-03, -3.6425404322e-02, 1.8666152104e+00
3.7000000000e-03, -3.5625208885e-02, 1.8673249319e+00
3.8000000000e-03, -3.4795702261e-02, 1.8673548293e+00
3.9000000000e-03, -3.3738740816e-02, 1.8671789622e+00
4.0000000000e-03, -3.2464681172e-02, 1.8673012876e+00
4.1000000000e-03, -3.0880704564e-02, 1.8661986007e+00
4.2000000000e-03, -2.9380557955e-02, 1.8652930804e+00
4.3000000000e-03, -2.7596679045e-02, 1.8639177994e+00
4.4000000000e-03, -2.6189351198e-02, 1.8633610823e+00
4.5000000000e-03, -2.4160235347e-02, 1.8627330412e+00
4.6000000000e-03, -2.1523791677e-02, 1.8629434955e+00
4.7000000000e-03, -1.8847093976e-02, 1.8630449122e+00
4.8000000000e-03, -1.7669956660e-02, 1.8637096900e+00
4.9000000000e-03, -1.7385442727e-02, 1.8642288888e+00
5.0000000000e-03, -1.7021593179e-02, 1.8643021668e+00
5.1000000000e-03, -1.6196971752e-02, 1.8642767638e+00
5.2000000000e-03, -1.4648754794e-02, 1.8642591771e+00
5.3000000000e-03, -1.4404690301e-02, 1.8635824794e+00
5.4000000000e-03, -1.4311480723e-02, 1.8631404667e+00
5.5000000000e-03, -1.4531510042e-02, 1.8621987959e+00
5.6000000000e-03, -1.5004983434e-02, 1.8615600074e+00
5.7000000000e-03, -1.5537860835e-02, 1.8611500416e+00
5.8000000000e-03, -1.6498290766e-02, 1.8603873645e+00
5.9000000000e-03, -1.5896238962e-02, 1.8607453518e+00
6.0000000000e-03, -1.7812409035e-02, 1.8603359722e+00
6.1000000000e-03, -2.0941085257e-02, 1.8605898071e+00
6.2000000000e-03, -2.2853347172e-02, 1.8608352395e+00
6.3000000000e-03, -2.4008403392e-02, 1.8610277163e+00
6.4000000000e-03, -2.5400294013e-02, 1.8608323083e+00
6.5000000000e-03, -2.6315975531e-02, 1.8612192160e+00
6.6000000000e-03, -2.6216903715e-02, 1.8603818931e+00
6.7000000000e-03, -2.6895164609e-02, 1.8603463288e+00
6.8000000000e-03, -2.7799707875e-02, 1.8597186786e+00
6.9000000000e-03, -2.9204886234e-02, 1.8590609355e+00
7.0000000000e-03, -3.0945970810e-02, 1.8586404177e+00
7.1000000000e-03, -3.3381730545e-02, 1.8586781314e+00
7.2000000000e-03, -3.5919688622e-02, 1.8586238080e+00
7.3000000000e-03, -3.7791891913e-02, 1.8587414436e+00
7.4000000000e-03, -4.0557109402e-02, 1.8590710968e+00
7.5000000000e-03, -4.1377041039e-02, 1.8594851661e+00
7.6000000000e-03, -4.2329850061e-02, 1.8595107646e+00
7.7000000000e-03, -4.2127016639e-02, 1.8595983073e+00
7.8000000000e-03, -4.1880607251e-02, 1.8592510674e+00
7.9000000000e-03, -4.1768247696e-02, 1.8597055863e+00
8.0000000000e-03, -4.1986909160e-02, 1.8594544871e+00
8.1000000000e-03, -4.1975966316e-02, 1.8595826747e+00
8.2000000000e-03, -4.2494578938e-02, 1.8593720250e+00
8.3000000000e-03, -4.3342063092e-02, 1.8590646483e+00
