% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+04 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-29 T 08:00:53 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -5.2361701907e-02, 1.8111979148e+00
1.0000000000e-04, -5.1516758057e-02, 1.8118238064e+00
2.0000000000e-04, -4.9915976368e-02, 1.8121026535e+00
3.0000000000e-04, -5.1096631027e-02, 1.8118671869e+00
4.0000000000e-04, -5.1150759021e-02, 1.8121042167e+00
5.0000000000e-04, -5.0296044775e-02, 1.8114052426e+00
6.0000000000e-04, -4.9367466334e-02, 1.8105831615e+00
7.0000000000e-04, -4.7451491669e-02, 1.8094089553e+00
8.0000000000e-04, -4.4201857944e-02, 1.8090155991e+00
9.0000000000e-04, -4.1714510518e-02, 1.8086794975e+00
1.0000000000e-03, -4.1204300436e-02, 1.8086892679e+00
1.1000000000e-03, -3.8627846999e-02, 1.8081497466e+00
1.2000000000e-03, -3.8067026265e-02, 1.8089933226e+00
1.3000000000e-03, -3.8939913448e-02, 1.8087797418e+00
1.4000000000e-03, -3.9214070761e-02, 1.8091856040e+00
1.5000000000e-03, -3.8437910499e-02, 1.8083244413e+00
1.6000000000e-03, -3.7181632976e-02, 1.8077716323e+00
1.7000000000e-03, -3.5407524461e-02, 1.8064502839e+00
1.8000000000e-03, -3.3436835578e-02, 1.8055000152e+00
1.9000000000e-03, -3.1086859921e-02, 1.8041866786e+00
2.0000000000e-03, -2.8207328798e-02, 1.8034896585e+00
2.1000000000e-03, -2.5308843106e-02, 1.8019043141e+00
2.2000000000e-03, -2.3458720911e-02, 1.8017849198e+00
