% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+04 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-29 T 07:59:49 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -4.6736494087e-02, 6.2365356390e-01
1.0000000000e-04, -4.4529166211e-02, 6.2409303632e-01
2.0000000000e-04, -4.2637617537e-02, 6.2369440416e-01
3.0000000000e-04, -4.1580851500e-02, 6.2427359323e-01
4.0000000000e-04, -4.0761701495e-02, 6.2364672462e-01
5.0000000000e-04, -4.0227651647e-02, 6.2342825857e-01
6.0000000000e-04, -3.8880509440e-02, 6.2381086728e-01
7.0000000000e-04, -3.8369322319e-02, 6.2360334407e-01
8.0000000000e-04, -3.7779972030e-02, 6.2373114085e-01
9.0000000000e-04, -3.5860675430e-02, 6.2320998792e-01
1.0000000000e-03, -3.3885101349e-02, 6.2351247938e-01
1.1000000000e-03, -3.2058232696e-02, 6.2301985601e-01
1.2000000000e-03, -3.0244065558e-02, 6.2360529814e-01
1.3000000000e-03, -2.8017392299e-02, 6.2341262593e-01
1.4000000000e-03, -2.5508745409e-02, 6.2365297768e-01
1.5000000000e-03, -2.2567074567e-02, 6.2357618236e-01
1.6000000000e-03, -2.0089888353e-02, 6.2450632407e-01
1.7000000000e-03, -2.0526625057e-02, 6.2412371536e-01
1.8000000000e-03, -2.1410064267e-02, 6.2467027131e-01
1.9000000000e-03, -2.1505423333e-02, 6.2408717408e-01
2.0000000000e-03, -2.1347338325e-02, 6.2463841982e-01
2.1000000000e-03, -2.1344211798e-02, 6.2404144862e-01
2.2000000000e-03, -2.0910992437e-02, 6.2401780427e-01
2.3000000000e-03, -2.1062042760e-02, 6.2359943591e-01
2.4000000000e-03, -2.1233220099e-02, 6.2371414036e-01
2.5000000000e-03, -2.1585931396e-02, 6.2365766747e-01
2.6000000000e-03, -2.2894382835e-02, 6.2358692980e-01
2.7000000000e-03, -2.3667807386e-02, 6.2368678325e-01
2.8000000000e-03, -2.4887152813e-02, 6.2403773587e-01
2.9000000000e-03, -2.5463215364e-02, 6.2371453117e-01
3.0000000000e-03, -2.6196581291e-02, 6.2342239633e-01
3.1000000000e-03, -2.7133366864e-02, 6.2388707637e-01
3.2000000000e-03, -2.7258818750e-02, 6.2349567430e-01
3.3000000000e-03, -2.8023254536e-02, 6.2347261617e-01
3.4000000000e-03, -2.8997558430e-02, 6.2326098939e-01
3.5000000000e-03, -3.1330729006e-02, 6.2310231816e-01
3.6000000000e-03, -3.3697509745e-02, 6.2282190779e-01
3.7000000000e-03, -3.5091745261e-02, 6.2296631424e-01
3.8000000000e-03, -3.6746850352e-02, 6.2305874219e-01
3.9000000000e-03, -3.8646996975e-02, 6.2319161958e-01
4.0000000000e-03, -4.0353494349e-02, 6.2321506853e-01
4.1000000000e-03, -4.3657451476e-02, 6.2315918186e-01
4.2000000000e-03, -4.5649830638e-02, 6.2308688093e-01
4.3000000000e-03, -4.4573328402e-02, 6.2261418917e-01
4.4000000000e-03, -4.3233220880e-02, 6.2283558634e-01
