% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+04 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-29 T 08:01:10 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -3.5021789225e-02, 2.3830021364e+00
1.0000000000e-04, -3.3931022211e-02, 2.3835121510e+00
2.0000000000e-04, -3.3798535640e-02, 2.3840555805e+00
3.0000000000e-04, -3.3770396900e-02, 2.3841396059e+00
4.0000000000e-04, -3.3255692436e-02, 2.3836237290e+00
5.0000000000e-04, -3.2577040726e-02, 2.3830007685e+00
6.0000000000e-04, -3.1000489620e-02, 2.3819670606e+00
7.0000000000e-04, -3.0128188661e-02, 2.3814443444e+00
8.0000000000e-04, -2.8501222311e-02, 2.3806709199e+00
9.0000000000e-04, -2.7210552993e-02, 2.3808528446e+00
1.0000000000e-03, -2.4645042399e-02, 2.3809999868e+00
1.1000000000e-03, -2.0578212748e-02, 2.3817825955e+00
1.2000000000e-03, -1.9391305036e-02, 2.3829878716e+00
1.3000000000e-03, -1.8781241507e-02, 2.3840805927e+00
1.4000000000e-03, -1.7694968874e-02, 2.3850640807e+00
1.5000000000e-03, -1.7575183819e-02, 2.3856164989e+00
1.6000000000e-03, -1.7931998682e-02, 2.3855561179e+00
1.7000000000e-03, -1.7732291787e-02, 2.3854292981e+00
1.8000000000e-03, -1.8825403697e-02, 2.3846345741e+00
1.9000000000e-03, -2.0008012435e-02, 2.3839801530e+00
2.0000000000e-03, -2.0927797518e-02, 2.3827502555e+00
2.1000000000e-03, -2.0907084279e-02, 2.3822021363e+00
2.2000000000e-03, -2.1322716927e-02, 2.3824409248e+00
2.3000000000e-03, -2.2368149304e-02, 2.3830576322e+00
2.4000000000e-03, -2.3723303236e-02, 2.3841446865e+00
2.5000000000e-03, -2.5678750301e-02, 2.3859223123e+00
2.6000000000e-03, -2.7614851981e-02, 2.3875998893e+00
2.7000000000e-03, -2.9577333732e-02, 2.3888768801e+00
2.8000000000e-03, -3.0562385061e-02, 2.3896340858e+00
2.9000000000e-03, -3.0892429040e-02, 2.3898914380e+00
3.0000000000e-03, -3.2130338219e-02, 2.3894744375e+00
3.1000000000e-03, -3.2367172619e-02, 2.3883207491e+00
3.2000000000e-03, -3.3794627482e-02, 2.3873515259e+00
3.3000000000e-03, -3.4775770653e-02, 2.3860176714e+00
3.4000000000e-03, -3.5824915780e-02, 2.3857245595e+00
3.5000000000e-03, -3.7645726788e-02, 2.3860250969e+00
3.6000000000e-03, -3.9653347768e-02, 2.3870304706e+00
3.7000000000e-03, -4.2560236000e-02, 2.3883881649e+00
3.8000000000e-03, -4.3612898470e-02, 2.3898343789e+00
3.9000000000e-03, -4.6367368524e-02, 2.3913921708e+00
4.0000000000e-03, -4.8997559140e-02, 2.3928123956e+00
4.1000000000e-03, -5.0368736521e-02, 2.3935570952e+00
4.2000000000e-03, -5.0589352064e-02, 2.3933005246e+00
4.3000000000e-03, -5.1196484474e-02, 2.3919195768e+00
4.4000000000e-03, -4.9991599234e-02, 2.3905016970e+00
4.5000000000e-03, -4.9677383297e-02, 2.3892979842e+00
4.6000000000e-03, -4.9146264568e-02, 2.3882355513e+00
4.7000000000e-03, -4.8856865437e-02, 2.3879275884e+00
4.8000000000e-03, -4.9056767740e-02, 2.3880608566e+00
4.9000000000e-03, -4.8658135581e-02, 2.3890292983e+00
5.0000000000e-03, -4.7937666577e-02, 2.3904276374e+00
5.1000000000e-03, -4.6430289874e-02, 2.3917665724e+00
5.2000000000e-03, -4.4776943455e-02, 2.3931021856e+00
5.3000000000e-03, -4.3325258010e-02, 2.3939064846e+00
5.4000000000e-03, -4.2228237942e-02, 2.3945061915e+00
5.5000000000e-03, -4.1590621896e-02, 2.3934556785e+00
5.6000000000e-03, -4.0489107446e-02, 2.3921605148e+00
5.7000000000e-03, -3.9372937401e-02, 2.3910656442e+00
5.8000000000e-03, -3.7737177695e-02, 2.3904659373e+00
5.9000000000e-03, -3.6999317385e-02, 2.3894121024e+00
6.0000000000e-03, -3.6109820529e-02, 2.3897317897e+00
6.1000000000e-03, -3.4649341728e-02, 2.3903781991e+00
6.2000000000e-03, -3.3122815049e-02, 2.3914502070e+00
6.3000000000e-03, -3.2211237098e-02, 2.3925685265e+00
6.4000000000e-03, -3.2114314769e-02, 2.3929499628e+00
6.5000000000e-03, -2.7586322425e-02, 2.3935268070e+00
6.6000000000e-03, -2.3950171832e-02, 2.3935057029e+00
6.7000000000e-03, -2.3203518166e-02, 2.3930212867e+00
6.8000000000e-03, -2.2841427288e-02, 2.3917081455e+00
6.9000000000e-03, -2.3157792712e-02, 2.3902783457e+00
7.0000000000e-03, -2.4865267126e-02, 2.3893093178e+00
7.1000000000e-03, -2.5129067819e-02, 2.3877757565e+00
7.2000000000e-03, -2.6095359988e-02, 2.3880104414e+00
7.3000000000e-03, -2.7403811427e-02, 2.3878789318e+00
7.4000000000e-03, -2.8084026400e-02, 2.3883363818e+00
7.5000000000e-03, -2.9578701587e-02, 2.3885992054e+00
7.6000000000e-03, -3.1074353814e-02, 2.3894412182e+00
7.7000000000e-03, -3.1340890218e-02, 2.3893286632e+00
7.8000000000e-03, -3.2158672367e-02, 2.3894771732e+00
7.9000000000e-03, -3.2778310885e-02, 2.3895801532e+00
8.0000000000e-03, -3.2939717828e-02, 2.3889292494e+00
8.1000000000e-03, -3.2845140394e-02, 2.3881396060e+00
8.2000000000e-03, -3.2872106687e-02, 2.3867297379e+00
8.3000000000e-03, -3.2423059285e-02, 2.3861743885e+00
8.4000000000e-03, -3.2506498467e-02, 2.3854203094e+00
8.5000000000e-03, -3.3062629410e-02, 2.3855058980e+00
8.6000000000e-03, -3.3366097911e-02, 2.3861523074e+00
8.7000000000e-03, -3.4161798965e-02, 2.3869374565e+00
8.8000000000e-03, -3.4980362746e-02, 2.3871912914e+00
8.9000000000e-03, -3.6566488840e-02, 2.3880641785e+00
9.0000000000e-03, -3.7696337439e-02, 2.3876272464e+00
9.1000000000e-03, -3.9511481617e-02, 2.3879860154e+00
9.2000000000e-03, -3.9616024855e-02, 2.3877228009e+00
9.3000000000e-03, -3.9756913966e-02, 2.3868694545e+00
9.4000000000e-03, -4.2929166155e-02, 2.3865781013e+00
9.5000000000e-03, -4.6532879033e-02, 2.3853825956e+00
9.6000000000e-03, -4.8635859078e-02, 2.3857528937e+00
9.7000000000e-03, -4.9635761410e-02, 2.3853569972e+00
9.8000000000e-03, -5.0071325666e-02, 2.3859162547e+00
9.9000000000e-03, -5.0510993488e-02, 2.3862543104e+00
1.0000000000e-02, -5.2510016519e-02, 2.3877108810e+00
1.0100000000e-02, -5.1677187960e-02, 2.3876159128e+00
1.0200000000e-02, -4.9890573339e-02, 2.3882844033e+00
1.0300000000e-02, -4.8855692989e-02, 2.3876387755e+00
1.0400000000e-02, -4.7396972859e-02, 2.3881138122e+00
1.0500000000e-02, -4.6582708053e-02, 2.3865155708e+00
1.0600000000e-02, -4.5140402188e-02, 2.3863322781e+00
1.0700000000e-02, -4.2967661515e-02, 2.3848606611e+00
1.0800000000e-02, -4.1915585269e-02, 2.3850076078e+00
1.0900000000e-02, -4.0312458685e-02, 2.3843623709e+00
1.1000000000e-02, -3.8262434186e-02, 2.3850591955e+00
1.1100000000e-02, -3.6265169826e-02, 2.3852993519e+00
1.1200000000e-02, -3.5282267984e-02, 2.3860841101e+00
1.1300000000e-02, -3.5064583560e-02, 2.3868149357e+00
1.1400000000e-02, -3.4582316811e-02, 2.3873061912e+00
1.1500000000e-02, -3.4819346619e-02, 2.3868929035e+00
1.1600000000e-02, -3.3310797469e-02, 2.3868794203e+00
1.1700000000e-02, -3.2498486742e-02, 2.3864860642e+00
1.1800000000e-02, -3.2396679215e-02, 2.3855473245e+00
1.1900000000e-02, -3.0426771964e-02, 2.3850230451e+00
1.2000000000e-02, -2.7139619918e-02, 2.3843127373e+00
1.2100000000e-02, -2.3913435143e-02, 2.3844143494e+00
1.2200000000e-02, -2.2346263617e-02, 2.3842738511e+00
1.2300000000e-02, -2.2026967074e-02, 2.3856676958e+00
1.2400000000e-02, -2.1778994422e-02, 2.3861290539e+00
1.2500000000e-02, -2.2056278262e-02, 2.3870806905e+00
1.2600000000e-02, -2.1874548896e-02, 2.3877616871e+00
1.2700000000e-02, -2.1737567943e-02, 2.3880196255e+00
1.2800000000e-02, -2.1838984654e-02, 2.3881581698e+00
1.2900000000e-02, -2.1456766761e-02, 2.3874937828e+00
1.3000000000e-02, -2.1026673926e-02, 2.3866208956e+00
1.3100000000e-02, -2.0810748174e-02, 2.3855613939e+00
1.3200000000e-02, -2.0463312890e-02, 2.3848555805e+00
1.3300000000e-02, -2.0888520526e-02, 2.3849700895e+00
1.3400000000e-02, -2.1641622654e-02, 2.3847457612e+00
1.3500000000e-02, -2.1988276306e-02, 2.3854087803e+00
1.3600000000e-02, -2.2247191801e-02, 2.3858670119e+00
1.3700000000e-02, -2.2394138557e-02, 2.3869822049e+00
1.3800000000e-02, -2.2633317853e-02, 2.3875531868e+00
1.3900000000e-02, -2.3057157633e-02, 2.3878582186e+00
1.4000000000e-02, -2.4299756602e-02, 2.3879311058e+00
1.4100000000e-02, -2.5613679463e-02, 2.3870015503e+00
1.4200000000e-02, -2.8159844673e-02, 2.3862160104e+00
1.4300000000e-02, -2.9896825682e-02, 2.3853097085e+00
1.4400000000e-02, -3.0981144236e-02, 2.3844104412e+00
1.4500000000e-02, -3.2095164793e-02, 2.3836792248e+00
1.4600000000e-02, -3.2626283522e-02, 2.3832065330e+00
1.4700000000e-02, -3.3574011939e-02, 2.3834730694e+00
1.4800000000e-02, -3.3957402280e-02, 2.3842220680e+00
1.4900000000e-02, -3.7549390683e-02, 2.3851805439e+00
1.5000000000e-02, -4.1186909131e-02, 2.3859619801e+00
1.5100000000e-02, -4.3056572119e-02, 2.3860878228e+00
1.5200000000e-02, -4.4287642021e-02, 2.3863867970e+00
1.5300000000e-02, -4.4321838407e-02, 2.3863836704e+00
1.5400000000e-02, -4.4059600977e-02, 2.3858781501e+00
1.5500000000e-02, -4.3541574579e-02, 2.3851600260e+00
1.5600000000e-02, -4.2533074299e-02, 2.3846861618e+00
1.5700000000e-02, -4.1427651690e-02, 2.3843418531e+00
1.5800000000e-02, -4.0671423036e-02, 2.3838378960e+00
1.5900000000e-02, -3.8669468886e-02, 2.3839381403e+00
1.6000000000e-02, -3.6748218207e-02, 2.3842543103e+00
1.6100000000e-02, -3.5836835664e-02, 2.3851096108e+00
1.6200000000e-02, -3.5163850784e-02, 2.3856145448e+00
1.6300000000e-02, -3.5414363739e-02, 2.3864440515e+00
1.6400000000e-02, -3.5926527899e-02, 2.3868194301e+00
1.6500000000e-02, -3.5655692521e-02, 2.3872434653e+00
