% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-28 T 07:17:48 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -1.4231949699e-02, 1.2262938198e+00
1.0000000000e-03, -1.6413014750e-02, 1.2262538002e+00
2.0000000000e-03, -2.8263801687e-02, 1.2259986757e+00
3.0000000000e-03, -4.3586283911e-02, 1.2257185389e+00
4.0000000000e-03, -4.0364710763e-02, 1.2253833752e+00
5.0000000000e-03, -2.9729517420e-02, 1.2249231505e+00
6.0000000000e-03, -2.4622023346e-02, 1.2247130479e+00
7.0000000000e-03, -3.6382766313e-02, 1.2246079966e+00
8.0000000000e-03, -4.6762835074e-02, 1.2249231505e+00
9.0000000000e-03, -5.3331042440e-02, 1.2252132921e+00
1.0000000000e-02, -4.3171081161e-02, 1.2261887685e+00
1.1000000000e-02, -2.6232809920e-02, 1.2272042644e+00
1.2000000000e-02, -2.3271363796e-02, 1.2273493352e+00
1.3000000000e-02, -3.1035154985e-02, 1.2268941129e+00
1.4000000000e-02, -4.3961467120e-02, 1.2260837172e+00
1.5000000000e-02, -3.5567368141e-02, 1.2252232970e+00
1.6000000000e-02, -2.6272829462e-02, 1.2248781285e+00
1.7000000000e-02, -1.3596639466e-02, 1.2243178549e+00
1.8000000000e-02, -1.9719629425e-02, 1.2245229550e+00
1.9000000000e-02, -3.5062121420e-02, 1.2246730283e+00
2.0000000000e-02, -4.6937920572e-02, 1.2250382066e+00
2.1000000000e-02, -3.7938526017e-02, 1.2252433068e+00
2.2000000000e-02, -2.5192301822e-02, 1.2251432579e+00
2.3000000000e-02, -2.9264290242e-02, 1.2252132921e+00
2.4000000000e-02, -3.7863489375e-02, 1.2252783239e+00
2.5000000000e-02, -5.1385092200e-02, 1.2256234924e+00
2.6000000000e-02, -5.2815790834e-02, 1.2259186366e+00
