% Moku:Go Data Logger
% Input 1, DC coupling, 10 Vpp range
% Input 2, DC coupling, 10 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 1970-01-28 T 07:19:03 +1000
% Time (s), Input 1 (V), Input 2 (V)
0.0000000000e+00, -2.5257333578e-02, 3.3528672612e+00
1.0000000000e-03, -2.1685589436e-02, 3.3504160642e+00
2.0000000000e-03, -3.4756972411e-02, 3.3495506416e+00
3.0000000000e-03, -4.5912419802e-02, 3.3519067921e+00
4.0000000000e-03, -5.3516132823e-02, 3.3498257759e+00
5.0000000000e-03, -4.4156562388e-02, 3.3467892932e+00
6.0000000000e-03, -2.8518926269e-02, 3.3455386825e+00
7.0000000000e-03, -2.5222316479e-02, 3.3444531524e+00
8.0000000000e-03, -3.4386791645e-02, 3.3446232355e+00
9.0000000000e-03, -4.4906928804e-02, 3.3479248477e+00
1.0000000000e-02, -3.1020147657e-02, 3.3516816822e+00
1.1000000000e-02, -2.1585540580e-02, 3.3548032065e+00
1.2000000000e-02, -8.9743823410e-03, 3.3571343448e+00
1.3000000000e-02, -1.7053327425e-02, 3.3575245354e+00
1.4000000000e-02, -3.2120685068e-02, 3.3560338074e+00
1.5000000000e-02, -4.1705365427e-02, 3.3514465674e+00
1.6000000000e-02, -3.5382277758e-02, 3.3487752630e+00
1.7000000000e-02, -2.1810650505e-02, 3.3478798257e+00
1.8000000000e-02, -2.9739522306e-02, 3.3463590831e+00
1.9000000000e-02, -3.9124104955e-02, 3.3463840953e+00
2.0000000000e-02, -5.4561643363e-02, 3.3472395130e+00
2.1000000000e-02, -5.4381555423e-02, 3.3473695765e+00
2.2000000000e-02, -4.2425717187e-02, 3.3488502996e+00
2.3000000000e-02, -2.5152282280e-02, 3.3489903680e+00
2.4000000000e-02, -2.9254285357e-02, 3.3485801677e+00
2.5000000000e-02, -3.9809439615e-02, 3.3515466163e+00
2.6000000000e-02, -4.0549801146e-02, 3.3519968361e+00
2.7000000000e-02, -2.8558945811e-02, 3.3536276325e+00
2.8000000000e-02, -1.6242931695e-02, 3.3577246331e+00
2.9000000000e-02, -1.0745247084e-02, 3.3539828059e+00
3.0000000000e-02, -2.1545521038e-02, 3.3505811448e+00
